record_id,date,customer_segment,acquisition_channel,region,impressions,clicks,media_spend_usd,data_loaded_at,source_system
2026-04-20|SMB|Paid Search|EMEA,2026-04-20,SMB,Paid Search,EMEA,29350,1240,4085.53,2026-04-21 12:00:00,Synthetic paid media platform export
2026-04-20|SMB|Paid Search|APAC,2026-04-20,SMB,Paid Search,APAC,32257,1297,3594.18,2026-04-21 12:00:00,Synthetic paid media platform export
2026-04-20|Mid-Market|Paid Search|North America,2026-04-20,Mid-Market,Paid Search,North America,36327,1490,7402.39,2026-04-21 12:00:00,Synthetic paid media platform export
2026-04-20|Mid-Market|Paid Search|EMEA,2026-04-20,Mid-Market,Paid Search,EMEA,23113,939,4332.7,2026-04-21 12:00:00,Synthetic paid media platform export
2026-04-20|Mid-Market|Paid Search|APAC,2026-04-20,Mid-Market,Paid Search,APAC,20251,803,3156.35,2026-04-21 12:00:00,Synthetic paid media platform export
2026-04-20|Enterprise|Paid Search|North America,2026-04-20,Enterprise,Paid Search,North America,20147,793,5511.49,2026-04-21 12:00:00,Synthetic paid media platform export
2026-04-20|Enterprise|Paid Search|EMEA,2026-04-20,Enterprise,Paid Search,EMEA,15751,627,3827.38,2026-04-21 12:00:00,Synthetic paid media platform export
2026-04-20|Enterprise|Paid Search|APAC,2026-04-20,Enterprise,Paid Search,APAC,13363,520,2751.24,2026-04-21 12:00:00,Synthetic paid media platform export
2026-04-21|SMB|Paid Search|North America,2026-04-21,SMB,Paid Search,North America,43998,1932,7230.41,2026-04-22 12:00:00,Synthetic paid media platform export
2026-04-21|SMB|Paid Search|EMEA,2026-04-21,SMB,Paid Search,EMEA,31916,1338,4534.4,2026-04-22 12:00:00,Synthetic paid media platform export
2026-04-21|SMB|Paid Search|APAC,2026-04-21,SMB,Paid Search,APAC,29275,1217,3448.18,2026-04-22 12:00:00,Synthetic paid media platform export
2026-04-21|Mid-Market|Paid Search|North America,2026-04-21,Mid-Market,Paid Search,North America,37024,1554,7687.98,2026-04-22 12:00:00,Synthetic paid media platform export
2026-04-21|Mid-Market|Paid Search|EMEA,2026-04-21,Mid-Market,Paid Search,EMEA,26320,1062,4926.25,2026-04-22 12:00:00,Synthetic paid media platform export
2026-04-21|Mid-Market|Paid Search|APAC,2026-04-21,Mid-Market,Paid Search,APAC,18162,729,2778.84,2026-04-22 12:00:00,Synthetic paid media platform export
2026-04-21|Enterprise|Paid Search|North America,2026-04-21,Enterprise,Paid Search,North America,23047,907,6174.18,2026-04-22 12:00:00,Synthetic paid media platform export
2026-04-21|Enterprise|Paid Search|EMEA,2026-04-21,Enterprise,Paid Search,EMEA,14323,574,3593.24,2026-04-22 12:00:00,Synthetic paid media platform export
2026-04-21|Enterprise|Paid Search|APAC,2026-04-21,Enterprise,Paid Search,APAC,13281,516,2682.23,2026-04-22 12:00:00,Synthetic paid media platform export
2026-04-22|SMB|Paid Search|North America,2026-04-22,SMB,Paid Search,North America,43130,1881,7042.06,2026-04-23 12:00:00,Synthetic paid media platform export
2026-04-22|SMB|Paid Search|EMEA,2026-04-22,SMB,Paid Search,EMEA,32462,1367,4689.66,2026-04-23 12:00:00,Synthetic paid media platform export
2026-04-22|SMB|Paid Search|APAC,2026-04-22,SMB,Paid Search,APAC,24239,993,2736.17,2026-04-23 12:00:00,Synthetic paid media platform export
2026-04-22|Mid-Market|Paid Search|North America,2026-04-22,Mid-Market,Paid Search,North America,30866,1285,6621.42,2026-04-23 12:00:00,Synthetic paid media platform export
2026-04-22|Mid-Market|Paid Search|EMEA,2026-04-22,Mid-Market,Paid Search,EMEA,25402,1041,4747.88,2026-04-23 12:00:00,Synthetic paid media platform export
2026-04-22|Mid-Market|Paid Search|APAC,2026-04-22,Mid-Market,Paid Search,APAC,21749,880,3424.01,2026-04-23 12:00:00,Synthetic paid media platform export
2026-04-22|Enterprise|Paid Search|North America,2026-04-22,Enterprise,Paid Search,North America,19350,789,5424.82,2026-04-23 12:00:00,Synthetic paid media platform export
2026-04-22|Enterprise|Paid Search|EMEA,2026-04-22,Enterprise,Paid Search,EMEA,15407,612,3859.83,2026-04-23 12:00:00,Synthetic paid media platform export
2026-04-22|Enterprise|Paid Search|APAC,2026-04-22,Enterprise,Paid Search,APAC,11575,441,2255.19,2026-04-23 12:00:00,Synthetic paid media platform export
2026-04-23|SMB|Paid Search|North America,2026-04-23,SMB,Paid Search,North America,40107,1708,6218.59,2026-04-24 12:00:00,Synthetic paid media platform export
2026-04-23|SMB|Paid Search|EMEA,2026-04-23,SMB,Paid Search,EMEA,29669,1268,4149.61,2026-04-24 12:00:00,Synthetic paid media platform export
2026-04-23|SMB|Paid Search|APAC,2026-04-23,SMB,Paid Search,APAC,27704,1138,3185.19,2026-04-24 12:00:00,Synthetic paid media platform export
2026-04-23|Mid-Market|Paid Search|North America,2026-04-23,Mid-Market,Paid Search,North America,34657,1444,7482.29,2026-04-24 12:00:00,Synthetic paid media platform export
2026-04-23|Mid-Market|Paid Search|EMEA,2026-04-23,Mid-Market,Paid Search,EMEA,25091,1017,4697.53,2026-04-24 12:00:00,Synthetic paid media platform export
2026-04-23|Mid-Market|Paid Search|APAC,2026-04-23,Mid-Market,Paid Search,APAC,20177,809,3135.74,2026-04-24 12:00:00,Synthetic paid media platform export
2026-04-23|Enterprise|Paid Search|North America,2026-04-23,Enterprise,Paid Search,North America,23739,957,6379.39,2026-04-24 12:00:00,Synthetic paid media platform export
2026-04-23|Enterprise|Paid Search|EMEA,2026-04-23,Enterprise,Paid Search,EMEA,16102,639,3991.65,2026-04-24 12:00:00,Synthetic paid media platform export
2026-04-23|Enterprise|Paid Search|APAC,2026-04-23,Enterprise,Paid Search,APAC,13474,508,2591.06,2026-04-24 12:00:00,Synthetic paid media platform export
2026-04-24|SMB|Paid Search|North America,2026-04-24,SMB,Paid Search,North America,43588,1856,6785.95,2026-04-25 12:00:00,Synthetic paid media platform export
2026-04-24|SMB|Paid Search|EMEA,2026-04-24,SMB,Paid Search,EMEA,31217,1330,4353.44,2026-04-25 12:00:00,Synthetic paid media platform export
2026-04-24|SMB|Paid Search|APAC,2026-04-24,SMB,Paid Search,APAC,28867,1169,3346.1,2026-04-25 12:00:00,Synthetic paid media platform export
2026-04-24|Mid-Market|Paid Search|North America,2026-04-24,Mid-Market,Paid Search,North America,29492,1255,6429.43,2026-04-25 12:00:00,Synthetic paid media platform export
2026-04-24|Mid-Market|Paid Search|EMEA,2026-04-24,Mid-Market,Paid Search,EMEA,22542,930,4171.64,2026-04-25 12:00:00,Synthetic paid media platform export
2026-04-24|Mid-Market|Paid Search|APAC,2026-04-24,Mid-Market,Paid Search,APAC,21607,864,3301.52,2026-04-25 12:00:00,Synthetic paid media platform export
2026-04-24|Enterprise|Paid Search|North America,2026-04-24,Enterprise,Paid Search,North America,21652,853,5722.9,2026-04-25 12:00:00,Synthetic paid media platform export
2026-04-24|Enterprise|Paid Search|EMEA,2026-04-24,Enterprise,Paid Search,EMEA,16783,670,4154.6,2026-04-25 12:00:00,Synthetic paid media platform export
2026-04-24|Enterprise|Paid Search|APAC,2026-04-24,Enterprise,Paid Search,APAC,13300,516,2742.69,2026-04-25 12:00:00,Synthetic paid media platform export
2026-04-25|SMB|Paid Search|North America,2026-04-25,SMB,Paid Search,North America,30848,1321,4782.52,2026-04-26 12:00:00,Synthetic paid media platform export
2026-04-25|SMB|Paid Search|EMEA,2026-04-25,SMB,Paid Search,EMEA,22285,932,3153.39,2026-04-26 12:00:00,Synthetic paid media platform export
2026-04-25|SMB|Paid Search|APAC,2026-04-25,SMB,Paid Search,APAC,21528,887,2529.08,2026-04-26 12:00:00,Synthetic paid media platform export
2026-04-25|Mid-Market|Paid Search|North America,2026-04-25,Mid-Market,Paid Search,North America,23916,983,4892.94,2026-04-26 12:00:00,Synthetic paid media platform export
2026-04-25|Mid-Market|Paid Search|EMEA,2026-04-25,Mid-Market,Paid Search,EMEA,18478,761,3487.39,2026-04-26 12:00:00,Synthetic paid media platform export
2026-04-25|Mid-Market|Paid Search|APAC,2026-04-25,Mid-Market,Paid Search,APAC,18788,741,2833.56,2026-04-26 12:00:00,Synthetic paid media platform export
2026-04-25|Enterprise|Paid Search|North America,2026-04-25,Enterprise,Paid Search,North America,16393,649,4442.36,2026-04-26 12:00:00,Synthetic paid media platform export
2026-04-25|Enterprise|Paid Search|EMEA,2026-04-25,Enterprise,Paid Search,EMEA,12669,497,3087.25,2026-04-26 12:00:00,Synthetic paid media platform export
2026-04-25|Enterprise|Paid Search|APAC,2026-04-25,Enterprise,Paid Search,APAC,11102,422,2250.6,2026-04-26 12:00:00,Synthetic paid media platform export
2026-04-26|SMB|Paid Search|North America,2026-04-26,SMB,Paid Search,North America,32044,1385,5120.39,2026-04-27 12:00:00,Synthetic paid media platform export
2026-04-26|SMB|Paid Search|EMEA,2026-04-26,SMB,Paid Search,EMEA,25162,1071,3561.5,2026-04-27 12:00:00,Synthetic paid media platform export
2026-04-26|SMB|Paid Search|APAC,2026-04-26,SMB,Paid Search,APAC,20889,868,2418.42,2026-04-27 12:00:00,Synthetic paid media platform export
2026-04-26|Mid-Market|Paid Search|North America,2026-04-26,Mid-Market,Paid Search,North America,23260,986,5072.98,2026-04-27 12:00:00,Synthetic paid media platform export
2026-04-26|Mid-Market|Paid Search|EMEA,2026-04-26,Mid-Market,Paid Search,EMEA,18452,757,3476.12,2026-04-27 12:00:00,Synthetic paid media platform export
2026-04-26|Mid-Market|Paid Search|APAC,2026-04-26,Mid-Market,Paid Search,APAC,16769,658,2574.82,2026-04-27 12:00:00,Synthetic paid media platform export
2026-04-26|Enterprise|Paid Search|North America,2026-04-26,Enterprise,Paid Search,North America,14756,591,4118.32,2026-04-27 12:00:00,Synthetic paid media platform export
2026-04-26|Enterprise|Paid Search|EMEA,2026-04-26,Enterprise,Paid Search,EMEA,12151,481,2929.13,2026-04-27 12:00:00,Synthetic paid media platform export
2026-04-26|Enterprise|Paid Search|APAC,2026-04-26,Enterprise,Paid Search,APAC,10718,408,2090.91,2026-04-27 12:00:00,Synthetic paid media platform export
2026-04-27|SMB|Paid Search|North America,2026-04-27,SMB,Paid Search,North America,44524,1950,7189.33,2026-04-28 12:00:00,Synthetic paid media platform export
2026-04-27|SMB|Paid Search|EMEA,2026-04-27,SMB,Paid Search,EMEA,35877,1506,5119.19,2026-04-28 12:00:00,Synthetic paid media platform export
2026-04-27|SMB|Paid Search|APAC,2026-04-27,SMB,Paid Search,APAC,27380,1127,3201.61,2026-04-28 12:00:00,Synthetic paid media platform export
2026-04-27|Mid-Market|Paid Search|North America,2026-04-27,Mid-Market,Paid Search,North America,33400,1384,7011.8,2026-04-28 12:00:00,Synthetic paid media platform export
2026-04-27|Mid-Market|Paid Search|EMEA,2026-04-27,Mid-Market,Paid Search,EMEA,23798,966,4503.19,2026-04-28 12:00:00,Synthetic paid media platform export
2026-04-27|Mid-Market|Paid Search|APAC,2026-04-27,Mid-Market,Paid Search,APAC,20641,835,3168.36,2026-04-28 12:00:00,Synthetic paid media platform export
2026-04-27|Enterprise|Paid Search|North America,2026-04-27,Enterprise,Paid Search,North America,24167,986,6865.21,2026-04-28 12:00:00,Synthetic paid media platform export
2026-04-27|Enterprise|Paid Search|EMEA,2026-04-27,Enterprise,Paid Search,EMEA,16777,672,4240.91,2026-04-28 12:00:00,Synthetic paid media platform export
2026-04-27|Enterprise|Paid Search|APAC,2026-04-27,Enterprise,Paid Search,APAC,13212,508,2641.62,2026-04-28 12:00:00,Synthetic paid media platform export
2026-04-28|SMB|Paid Search|North America,2026-04-28,SMB,Paid Search,North America,44131,1911,7177.49,2026-04-29 12:00:00,Synthetic paid media platform export
2026-04-28|SMB|Paid Search|EMEA,2026-04-28,SMB,Paid Search,EMEA,28013,1181,3983.51,2026-04-29 12:00:00,Synthetic paid media platform export
2026-04-28|SMB|Paid Search|APAC,2026-04-28,SMB,Paid Search,APAC,29860,1238,3503.28,2026-04-29 12:00:00,Synthetic paid media platform export
2026-04-28|Mid-Market|Paid Search|North America,2026-04-28,Mid-Market,Paid Search,North America,36587,1502,7769.89,2026-04-29 12:00:00,Synthetic paid media platform export
2026-04-28|Mid-Market|Paid Search|EMEA,2026-04-28,Mid-Market,Paid Search,EMEA,22780,925,4212.16,2026-04-29 12:00:00,Synthetic paid media platform export
2026-04-28|Mid-Market|Paid Search|APAC,2026-04-28,Mid-Market,Paid Search,APAC,22551,904,3534.9,2026-04-29 12:00:00,Synthetic paid media platform export
2026-04-28|Enterprise|Paid Search|North America,2026-04-28,Enterprise,Paid Search,North America,21788,872,5888.97,2026-04-29 12:00:00,Synthetic paid media platform export
2026-04-28|Enterprise|Paid Search|EMEA,2026-04-28,Enterprise,Paid Search,EMEA,14954,596,3697.78,2026-04-29 12:00:00,Synthetic paid media platform export
2026-04-28|Enterprise|Paid Search|APAC,2026-04-28,Enterprise,Paid Search,APAC,13673,529,2752.92,2026-04-29 12:00:00,Synthetic paid media platform export
2026-04-29|SMB|Paid Search|North America,2026-04-29,SMB,Paid Search,North America,47123,2005,7382.56,2026-04-30 12:00:00,Synthetic paid media platform export
2026-04-29|SMB|Paid Search|EMEA,2026-04-29,SMB,Paid Search,EMEA,27680,1146,3822.62,2026-04-30 12:00:00,Synthetic paid media platform export
2026-04-29|SMB|Paid Search|APAC,2026-04-29,SMB,Paid Search,APAC,24591,1017,2906.58,2026-04-30 12:00:00,Synthetic paid media platform export
2026-04-29|Mid-Market|Paid Search|North America,2026-04-29,Mid-Market,Paid Search,North America,35229,1467,7302.49,2026-04-30 12:00:00,Synthetic paid media platform export
2026-04-29|Mid-Market|Paid Search|EMEA,2026-04-29,Mid-Market,Paid Search,EMEA,25294,1027,4793.32,2026-04-30 12:00:00,Synthetic paid media platform export
2026-04-29|Mid-Market|Paid Search|APAC,2026-04-29,Mid-Market,Paid Search,APAC,20694,815,3141.26,2026-04-30 12:00:00,Synthetic paid media platform export
2026-04-29|Enterprise|Paid Search|North America,2026-04-29,Enterprise,Paid Search,North America,20595,829,5743.72,2026-04-30 12:00:00,Synthetic paid media platform export
2026-04-29|Enterprise|Paid Search|EMEA,2026-04-29,Enterprise,Paid Search,EMEA,14248,550,3421.88,2026-04-30 12:00:00,Synthetic paid media platform export
2026-04-29|Enterprise|Paid Search|APAC,2026-04-29,Enterprise,Paid Search,APAC,16076,615,3196.13,2026-04-30 12:00:00,Synthetic paid media platform export
2026-04-30|SMB|Paid Search|North America,2026-04-30,SMB,Paid Search,North America,40214,1698,6187.45,2026-05-01 12:00:00,Synthetic paid media platform export
2026-04-30|SMB|Paid Search|EMEA,2026-04-30,SMB,Paid Search,EMEA,30476,1266,4282.65,2026-05-01 12:00:00,Synthetic paid media platform export
2026-04-30|SMB|Paid Search|APAC,2026-04-30,SMB,Paid Search,APAC,29082,1183,3386.72,2026-05-01 12:00:00,Synthetic paid media platform export
2026-04-30|Mid-Market|Paid Search|North America,2026-04-30,Mid-Market,Paid Search,North America,33378,1382,6858.96,2026-05-01 12:00:00,Synthetic paid media platform export
2026-04-30|Mid-Market|Paid Search|EMEA,2026-04-30,Mid-Market,Paid Search,EMEA,22543,942,4338.81,2026-05-01 12:00:00,Synthetic paid media platform export
2026-04-30|Mid-Market|Paid Search|APAC,2026-04-30,Mid-Market,Paid Search,APAC,21486,852,3248.89,2026-05-01 12:00:00,Synthetic paid media platform export
2026-04-30|Enterprise|Paid Search|North America,2026-04-30,Enterprise,Paid Search,North America,20078,798,5435.93,2026-05-01 12:00:00,Synthetic paid media platform export
2026-04-30|Enterprise|Paid Search|EMEA,2026-04-30,Enterprise,Paid Search,EMEA,16446,655,4051.41,2026-05-01 12:00:00,Synthetic paid media platform export
2026-04-30|Enterprise|Paid Search|APAC,2026-04-30,Enterprise,Paid Search,APAC,14256,539,2836.36,2026-05-01 12:00:00,Synthetic paid media platform export
2026-05-01|SMB|Paid Search|North America,2026-05-01,SMB,Paid Search,North America,43567,1887,7123.96,2026-05-02 12:00:00,Synthetic paid media platform export
2026-05-01|SMB|Paid Search|EMEA,2026-05-01,SMB,Paid Search,EMEA,37125,1558,5170.52,2026-05-02 12:00:00,Synthetic paid media platform export
2026-05-01|SMB|Paid Search|APAC,2026-05-01,SMB,Paid Search,APAC,27905,1130,3203.7,2026-05-02 12:00:00,Synthetic paid media platform export
2026-05-01|Mid-Market|Paid Search|North America,2026-05-01,Mid-Market,Paid Search,North America,34879,1460,7449.67,2026-05-02 12:00:00,Synthetic paid media platform export
2026-05-01|Mid-Market|Paid Search|EMEA,2026-05-01,Mid-Market,Paid Search,EMEA,23161,937,4245.54,2026-05-02 12:00:00,Synthetic paid media platform export
2026-05-01|Mid-Market|Paid Search|APAC,2026-05-01,Mid-Market,Paid Search,APAC,18967,767,2973.52,2026-05-02 12:00:00,Synthetic paid media platform export
2026-05-01|Enterprise|Paid Search|North America,2026-05-01,Enterprise,Paid Search,North America,25316,998,6911.46,2026-05-02 12:00:00,Synthetic paid media platform export
2026-05-01|Enterprise|Paid Search|EMEA,2026-05-01,Enterprise,Paid Search,EMEA,14400,569,3527.32,2026-05-02 12:00:00,Synthetic paid media platform export
2026-05-01|Enterprise|Paid Search|APAC,2026-05-01,Enterprise,Paid Search,APAC,14878,557,2836.27,2026-05-02 12:00:00,Synthetic paid media platform export
2026-05-02|SMB|Paid Search|North America,2026-05-02,SMB,Paid Search,North America,29575,1257,4600.13,2026-05-03 12:00:00,Synthetic paid media platform export
2026-05-02|SMB|Paid Search|EMEA,2026-05-02,SMB,Paid Search,EMEA,26168,1123,3752.8,2026-05-03 12:00:00,Synthetic paid media platform export
2026-05-02|SMB|Paid Search|APAC,2026-05-02,SMB,Paid Search,APAC,21338,863,2400.54,2026-05-03 12:00:00,Synthetic paid media platform export
2026-05-02|Mid-Market|Paid Search|North America,2026-05-02,Mid-Market,Paid Search,North America,22282,950,4771.69,2026-05-03 12:00:00,Synthetic paid media platform export
2026-05-02|Mid-Market|Paid Search|EMEA,2026-05-02,Mid-Market,Paid Search,EMEA,18702,773,3641.93,2026-05-03 12:00:00,Synthetic paid media platform export
2026-05-02|Mid-Market|Paid Search|APAC,2026-05-02,Mid-Market,Paid Search,APAC,18692,737,2848.27,2026-05-03 12:00:00,Synthetic paid media platform export
2026-05-02|Enterprise|Paid Search|North America,2026-05-02,Enterprise,Paid Search,North America,14575,576,4025.39,2026-05-03 12:00:00,Synthetic paid media platform export
2026-05-02|Enterprise|Paid Search|EMEA,2026-05-02,Enterprise,Paid Search,EMEA,12513,495,3092.04,2026-05-03 12:00:00,Synthetic paid media platform export
2026-05-02|Enterprise|Paid Search|APAC,2026-05-02,Enterprise,Paid Search,APAC,9554,371,1896.28,2026-05-03 12:00:00,Synthetic paid media platform export
2026-05-03|SMB|Paid Search|North America,2026-05-03,SMB,Paid Search,North America,33054,1425,5205.78,2026-05-04 12:00:00,Synthetic paid media platform export
2026-05-03|SMB|Paid Search|EMEA,2026-05-03,SMB,Paid Search,EMEA,22595,948,3171.73,2026-05-04 12:00:00,Synthetic paid media platform export
2026-05-03|SMB|Paid Search|APAC,2026-05-03,SMB,Paid Search,APAC,22163,912,2586.2,2026-05-04 12:00:00,Synthetic paid media platform export
2026-05-03|Mid-Market|Paid Search|North America,2026-05-03,Mid-Market,Paid Search,North America,22088,930,4700.67,2026-05-04 12:00:00,Synthetic paid media platform export
2026-05-03|Mid-Market|Paid Search|EMEA,2026-05-03,Mid-Market,Paid Search,EMEA,19502,797,3583.18,2026-05-04 12:00:00,Synthetic paid media platform export
2026-05-03|Mid-Market|Paid Search|APAC,2026-05-03,Mid-Market,Paid Search,APAC,17070,666,2604.41,2026-05-04 12:00:00,Synthetic paid media platform export
2026-05-03|Enterprise|Paid Search|North America,2026-05-03,Enterprise,Paid Search,North America,16604,657,4423.83,2026-05-04 12:00:00,Synthetic paid media platform export
2026-05-03|Enterprise|Paid Search|EMEA,2026-05-03,Enterprise,Paid Search,EMEA,13333,528,3282.8,2026-05-04 12:00:00,Synthetic paid media platform export
2026-05-03|Enterprise|Paid Search|APAC,2026-05-03,Enterprise,Paid Search,APAC,12669,492,2577.22,2026-05-04 12:00:00,Synthetic paid media platform export
2026-05-04|SMB|Paid Search|North America,2026-05-04,SMB,Paid Search,North America,41160,1801,6560.89,2026-05-05 12:00:00,Synthetic paid media platform export
2026-05-04|SMB|Paid Search|EMEA,2026-05-04,SMB,Paid Search,EMEA,31697,1339,4574.36,2026-05-05 12:00:00,Synthetic paid media platform export
2026-05-04|SMB|Paid Search|APAC,2026-05-04,SMB,Paid Search,APAC,27623,1152,3226.28,2026-05-05 12:00:00,Synthetic paid media platform export
2026-05-04|Mid-Market|Paid Search|North America,2026-05-04,Mid-Market,Paid Search,North America,32841,1395,7001.42,2026-05-05 12:00:00,Synthetic paid media platform export
2026-05-04|Mid-Market|Paid Search|EMEA,2026-05-04,Mid-Market,Paid Search,EMEA,27000,1117,5199.97,2026-05-05 12:00:00,Synthetic paid media platform export
2026-05-04|Mid-Market|Paid Search|APAC,2026-05-04,Mid-Market,Paid Search,APAC,21601,850,3293.81,2026-05-05 12:00:00,Synthetic paid media platform export
2026-05-04|Enterprise|Paid Search|North America,2026-05-04,Enterprise,Paid Search,North America,22542,921,6290.45,2026-05-05 12:00:00,Synthetic paid media platform export
2026-05-04|Enterprise|Paid Search|EMEA,2026-05-04,Enterprise,Paid Search,EMEA,15201,591,3621.03,2026-05-05 12:00:00,Synthetic paid media platform export
2026-05-04|Enterprise|Paid Search|APAC,2026-05-04,Enterprise,Paid Search,APAC,12459,479,2468.81,2026-05-05 12:00:00,Synthetic paid media platform export
2026-05-05|SMB|Paid Search|North America,2026-05-05,SMB,Paid Search,North America,47367,2006,7296.75,2026-05-06 12:00:00,Synthetic paid media platform export
2026-05-05|SMB|Paid Search|EMEA,2026-05-05,SMB,Paid Search,EMEA,34516,1437,4726.96,2026-05-06 12:00:00,Synthetic paid media platform export
2026-05-05|SMB|Paid Search|APAC,2026-05-05,SMB,Paid Search,APAC,27164,1103,3028.4,2026-05-06 12:00:00,Synthetic paid media platform export
2026-05-05|Mid-Market|Paid Search|North America,2026-05-05,Mid-Market,Paid Search,North America,31639,1324,6734.67,2026-05-06 12:00:00,Synthetic paid media platform export
2026-05-05|Mid-Market|Paid Search|EMEA,2026-05-05,Mid-Market,Paid Search,EMEA,25811,1045,4815.26,2026-05-06 12:00:00,Synthetic paid media platform export
2026-05-05|Mid-Market|Paid Search|APAC,2026-05-05,Mid-Market,Paid Search,APAC,20856,813,3097.62,2026-05-06 12:00:00,Synthetic paid media platform export
2026-05-05|Enterprise|Paid Search|North America,2026-05-05,Enterprise,Paid Search,North America,24558,996,6744.11,2026-05-06 12:00:00,Synthetic paid media platform export
2026-05-05|Enterprise|Paid Search|EMEA,2026-05-05,Enterprise,Paid Search,EMEA,17863,712,4434.4,2026-05-06 12:00:00,Synthetic paid media platform export
2026-05-05|Enterprise|Paid Search|APAC,2026-05-05,Enterprise,Paid Search,APAC,14711,551,2889.56,2026-05-06 12:00:00,Synthetic paid media platform export
2026-05-06|SMB|Paid Search|North America,2026-05-06,SMB,Paid Search,North America,40026,1707,6351.63,2026-05-07 12:00:00,Synthetic paid media platform export
2026-05-06|SMB|Paid Search|EMEA,2026-05-06,SMB,Paid Search,EMEA,38019,1598,5299.19,2026-05-07 12:00:00,Synthetic paid media platform export
2026-05-06|SMB|Paid Search|APAC,2026-05-06,SMB,Paid Search,APAC,25180,1041,2859.92,2026-05-07 12:00:00,Synthetic paid media platform export
2026-05-06|Mid-Market|Paid Search|North America,2026-05-06,Mid-Market,Paid Search,North America,31209,1308,6524.93,2026-05-07 12:00:00,Synthetic paid media platform export
2026-05-06|Mid-Market|Paid Search|EMEA,2026-05-06,Mid-Market,Paid Search,EMEA,26114,1060,4995.44,2026-05-07 12:00:00,Synthetic paid media platform export
2026-05-06|Mid-Market|Paid Search|APAC,2026-05-06,Mid-Market,Paid Search,APAC,22815,910,3536.42,2026-05-07 12:00:00,Synthetic paid media platform export
2026-05-06|Enterprise|Paid Search|North America,2026-05-06,Enterprise,Paid Search,North America,23043,917,6324.76,2026-05-07 12:00:00,Synthetic paid media platform export
2026-05-06|Enterprise|Paid Search|EMEA,2026-05-06,Enterprise,Paid Search,EMEA,16863,669,4045.65,2026-05-07 12:00:00,Synthetic paid media platform export
2026-05-06|Enterprise|Paid Search|APAC,2026-05-06,Enterprise,Paid Search,APAC,15976,616,3189.13,2026-05-07 12:00:00,Synthetic paid media platform export
2026-05-07|SMB|Paid Search|North America,2026-05-07,SMB,Paid Search,North America,45255,1950,7288.56,2026-05-08 12:00:00,Synthetic paid media platform export
2026-05-07|SMB|Paid Search|EMEA,2026-05-07,SMB,Paid Search,EMEA,31115,1339,4495.2,2026-05-08 12:00:00,Synthetic paid media platform export
2026-05-07|SMB|Paid Search|APAC,2026-05-07,SMB,Paid Search,APAC,27131,1094,3063.13,2026-05-08 12:00:00,Synthetic paid media platform export
2026-05-07|Mid-Market|Paid Search|North America,2026-05-07,Mid-Market,Paid Search,North America,29785,1244,6422.02,2026-05-08 12:00:00,Synthetic paid media platform export
2026-05-07|Mid-Market|Paid Search|EMEA,2026-05-07,Mid-Market,Paid Search,EMEA,28800,1175,5536.76,2026-05-08 12:00:00,Synthetic paid media platform export
2026-05-07|Mid-Market|Paid Search|APAC,2026-05-07,Mid-Market,Paid Search,APAC,20912,848,3220.03,2026-05-08 12:00:00,Synthetic paid media platform export
2026-05-07|Enterprise|Paid Search|North America,2026-05-07,Enterprise,Paid Search,North America,23892,956,6466.57,2026-05-08 12:00:00,Synthetic paid media platform export
2026-05-07|Enterprise|Paid Search|EMEA,2026-05-07,Enterprise,Paid Search,EMEA,15729,608,3850.63,2026-05-08 12:00:00,Synthetic paid media platform export
2026-05-07|Enterprise|Paid Search|APAC,2026-05-07,Enterprise,Paid Search,APAC,13812,523,2700.32,2026-05-08 12:00:00,Synthetic paid media platform export
2026-05-08|SMB|Paid Search|North America,2026-05-08,SMB,Paid Search,North America,45310,1977,7314.95,2026-05-09 12:00:00,Synthetic paid media platform export
2026-05-08|SMB|Paid Search|EMEA,2026-05-08,SMB,Paid Search,EMEA,32854,1383,4707.89,2026-05-09 12:00:00,Synthetic paid media platform export
2026-05-08|SMB|Paid Search|APAC,2026-05-08,SMB,Paid Search,APAC,24823,1003,2810.4,2026-05-09 12:00:00,Synthetic paid media platform export
2026-05-08|Mid-Market|Paid Search|North America,2026-05-08,Mid-Market,Paid Search,North America,34379,1424,7180.85,2026-05-09 12:00:00,Synthetic paid media platform export
2026-05-08|Mid-Market|Paid Search|EMEA,2026-05-08,Mid-Market,Paid Search,EMEA,25030,1028,4716.98,2026-05-09 12:00:00,Synthetic paid media platform export
2026-05-08|Mid-Market|Paid Search|APAC,2026-05-08,Mid-Market,Paid Search,APAC,22129,896,3411.12,2026-05-09 12:00:00,Synthetic paid media platform export
2026-05-08|Enterprise|Paid Search|North America,2026-05-08,Enterprise,Paid Search,North America,22283,898,6061.99,2026-05-09 12:00:00,Synthetic paid media platform export
2026-05-08|Enterprise|Paid Search|EMEA,2026-05-08,Enterprise,Paid Search,EMEA,15835,617,3914.32,2026-05-09 12:00:00,Synthetic paid media platform export
2026-05-08|Enterprise|Paid Search|APAC,2026-05-08,Enterprise,Paid Search,APAC,14638,563,2974.93,2026-05-09 12:00:00,Synthetic paid media platform export
2026-05-09|SMB|Paid Search|North America,2026-05-09,SMB,Paid Search,North America,29235,1269,4739.12,2026-05-10 12:00:00,Synthetic paid media platform export
2026-05-09|SMB|Paid Search|EMEA,2026-05-09,SMB,Paid Search,EMEA,25824,1106,3685.1,2026-05-10 12:00:00,Synthetic paid media platform export
