record_id,date,customer_segment,acquisition_channel,region,active_users,sessions,feature_adoptions,data_loaded_at,source_system
2026-04-25|Mid-Market|Organic|APAC,2026-04-25,Mid-Market,Organic,APAC,349,798,119,2026-04-26 12:00:00,Synthetic product + billing events
2026-04-25|Mid-Market|Paid Search|North America,2026-04-25,Mid-Market,Paid Search,North America,490,1107,171,2026-04-26 12:00:00,Synthetic product + billing events
2026-04-25|Mid-Market|Paid Search|EMEA,2026-04-25,Mid-Market,Paid Search,EMEA,352,763,127,2026-04-26 12:00:00,Synthetic product + billing events
2026-04-25|Mid-Market|Paid Search|APAC,2026-04-25,Mid-Market,Paid Search,APAC,300,692,108,2026-04-26 12:00:00,Synthetic product + billing events
2026-04-25|Mid-Market|Partner|North America,2026-04-25,Mid-Market,Partner,North America,344,775,115,2026-04-26 12:00:00,Synthetic product + billing events
2026-04-25|Mid-Market|Partner|EMEA,2026-04-25,Mid-Market,Partner,EMEA,254,551,89,2026-04-26 12:00:00,Synthetic product + billing events
2026-04-25|Mid-Market|Partner|APAC,2026-04-25,Mid-Market,Partner,APAC,196,462,68,2026-04-26 12:00:00,Synthetic product + billing events
2026-04-25|Enterprise|Organic|North America,2026-04-25,Enterprise,Organic,North America,311,714,145,2026-04-26 12:00:00,Synthetic product + billing events
2026-04-25|Enterprise|Organic|EMEA,2026-04-25,Enterprise,Organic,EMEA,216,499,98,2026-04-26 12:00:00,Synthetic product + billing events
2026-04-25|Enterprise|Organic|APAC,2026-04-25,Enterprise,Organic,APAC,188,407,88,2026-04-26 12:00:00,Synthetic product + billing events
2026-04-25|Enterprise|Paid Search|North America,2026-04-25,Enterprise,Paid Search,North America,256,553,118,2026-04-26 12:00:00,Synthetic product + billing events
2026-04-25|Enterprise|Paid Search|EMEA,2026-04-25,Enterprise,Paid Search,EMEA,181,390,84,2026-04-26 12:00:00,Synthetic product + billing events
2026-04-25|Enterprise|Paid Search|APAC,2026-04-25,Enterprise,Paid Search,APAC,141,323,63,2026-04-26 12:00:00,Synthetic product + billing events
2026-04-25|Enterprise|Partner|North America,2026-04-25,Enterprise,Partner,North America,176,397,83,2026-04-26 12:00:00,Synthetic product + billing events
2026-04-25|Enterprise|Partner|EMEA,2026-04-25,Enterprise,Partner,EMEA,119,281,53,2026-04-26 12:00:00,Synthetic product + billing events
2026-04-25|Enterprise|Partner|APAC,2026-04-25,Enterprise,Partner,APAC,93,207,45,2026-04-26 12:00:00,Synthetic product + billing events
2026-04-26|SMB|Organic|North America,2026-04-26,SMB,Organic,North America,926,2207,316,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|SMB|Organic|EMEA,2026-04-26,SMB,Organic,EMEA,718,1622,240,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|SMB|Organic|APAC,2026-04-26,SMB,Organic,APAC,551,1181,202,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|SMB|Paid Search|North America,2026-04-26,SMB,Paid Search,North America,745,1659,270,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|SMB|Paid Search|EMEA,2026-04-26,SMB,Paid Search,EMEA,606,1373,217,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|SMB|Paid Search|APAC,2026-04-26,SMB,Paid Search,APAC,444,969,151,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|SMB|Partner|North America,2026-04-26,SMB,Partner,North America,524,1174,179,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|SMB|Partner|EMEA,2026-04-26,SMB,Partner,EMEA,368,785,134,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|SMB|Partner|APAC,2026-04-26,SMB,Partner,APAC,301,696,101,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|Mid-Market|Organic|North America,2026-04-26,Mid-Market,Organic,North America,572,1335,204,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|Mid-Market|Organic|EMEA,2026-04-26,Mid-Market,Organic,EMEA,461,1004,157,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|Mid-Market|Organic|APAC,2026-04-26,Mid-Market,Organic,APAC,340,728,118,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|Mid-Market|Paid Search|North America,2026-04-26,Mid-Market,Paid Search,North America,500,1121,172,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|Mid-Market|Paid Search|EMEA,2026-04-26,Mid-Market,Paid Search,EMEA,337,745,118,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|Mid-Market|Paid Search|APAC,2026-04-26,Mid-Market,Paid Search,APAC,297,633,105,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|Mid-Market|Partner|North America,2026-04-26,Mid-Market,Partner,North America,316,719,114,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|Mid-Market|Partner|EMEA,2026-04-26,Mid-Market,Partner,EMEA,242,542,84,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|Mid-Market|Partner|APAC,2026-04-26,Mid-Market,Partner,APAC,197,419,66,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|Enterprise|Organic|North America,2026-04-26,Enterprise,Organic,North America,296,672,134,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|Enterprise|Organic|EMEA,2026-04-26,Enterprise,Organic,EMEA,233,525,106,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|Enterprise|Organic|APAC,2026-04-26,Enterprise,Organic,APAC,165,355,77,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|Enterprise|Paid Search|North America,2026-04-26,Enterprise,Paid Search,North America,242,513,110,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|Enterprise|Paid Search|EMEA,2026-04-26,Enterprise,Paid Search,EMEA,173,396,80,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|Enterprise|Paid Search|APAC,2026-04-26,Enterprise,Paid Search,APAC,140,321,66,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|Enterprise|Partner|North America,2026-04-26,Enterprise,Partner,North America,177,401,83,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|Enterprise|Partner|EMEA,2026-04-26,Enterprise,Partner,EMEA,115,247,52,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-26|Enterprise|Partner|APAC,2026-04-26,Enterprise,Partner,APAC,99,217,46,2026-04-27 12:00:00,Synthetic product + billing events
2026-04-27|SMB|Organic|North America,2026-04-27,SMB,Organic,North America,1194,2529,409,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|SMB|Organic|EMEA,2026-04-27,SMB,Organic,EMEA,969,2251,333,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|SMB|Organic|APAC,2026-04-27,SMB,Organic,APAC,690,1487,234,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|SMB|Paid Search|North America,2026-04-27,SMB,Paid Search,North America,1095,2396,370,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|SMB|Paid Search|EMEA,2026-04-27,SMB,Paid Search,EMEA,777,1734,274,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|SMB|Paid Search|APAC,2026-04-27,SMB,Paid Search,APAC,589,1309,202,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|SMB|Partner|North America,2026-04-27,SMB,Partner,North America,744,1718,261,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|SMB|Partner|EMEA,2026-04-27,SMB,Partner,EMEA,476,1093,169,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|SMB|Partner|APAC,2026-04-27,SMB,Partner,APAC,404,897,141,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|Mid-Market|Organic|North America,2026-04-27,Mid-Market,Organic,North America,775,1649,267,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|Mid-Market|Organic|EMEA,2026-04-27,Mid-Market,Organic,EMEA,578,1338,202,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|Mid-Market|Organic|APAC,2026-04-27,Mid-Market,Organic,APAC,469,997,164,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|Mid-Market|Paid Search|North America,2026-04-27,Mid-Market,Paid Search,North America,689,1463,234,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|Mid-Market|Paid Search|EMEA,2026-04-27,Mid-Market,Paid Search,EMEA,467,1023,170,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|Mid-Market|Paid Search|APAC,2026-04-27,Mid-Market,Paid Search,APAC,365,856,127,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|Mid-Market|Partner|North America,2026-04-27,Mid-Market,Partner,North America,452,1077,166,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|Mid-Market|Partner|EMEA,2026-04-27,Mid-Market,Partner,EMEA,313,745,105,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|Mid-Market|Partner|APAC,2026-04-27,Mid-Market,Partner,APAC,262,618,89,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|Enterprise|Organic|North America,2026-04-27,Enterprise,Organic,North America,378,812,182,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|Enterprise|Organic|EMEA,2026-04-27,Enterprise,Organic,EMEA,293,691,139,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|Enterprise|Organic|APAC,2026-04-27,Enterprise,Organic,APAC,237,521,106,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|Enterprise|Paid Search|North America,2026-04-27,Enterprise,Paid Search,North America,335,783,159,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|Enterprise|Paid Search|EMEA,2026-04-27,Enterprise,Paid Search,EMEA,238,521,114,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|Enterprise|Paid Search|APAC,2026-04-27,Enterprise,Paid Search,APAC,179,411,79,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|Enterprise|Partner|North America,2026-04-27,Enterprise,Partner,North America,235,528,105,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|Enterprise|Partner|EMEA,2026-04-27,Enterprise,Partner,EMEA,153,357,69,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-27|Enterprise|Partner|APAC,2026-04-27,Enterprise,Partner,APAC,120,285,56,2026-04-28 12:00:00,Synthetic product + billing events
2026-04-28|SMB|Organic|North America,2026-04-28,SMB,Organic,North America,1256,2863,418,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|SMB|Organic|EMEA,2026-04-28,SMB,Organic,EMEA,943,2087,343,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|SMB|Organic|APAC,2026-04-28,SMB,Organic,APAC,757,1634,272,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|SMB|Paid Search|North America,2026-04-28,SMB,Paid Search,North America,1040,2428,360,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|SMB|Paid Search|EMEA,2026-04-28,SMB,Paid Search,EMEA,715,1533,254,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|SMB|Paid Search|APAC,2026-04-28,SMB,Paid Search,APAC,576,1372,205,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|SMB|Partner|North America,2026-04-28,SMB,Partner,North America,715,1667,260,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|SMB|Partner|EMEA,2026-04-28,SMB,Partner,EMEA,535,1191,182,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|SMB|Partner|APAC,2026-04-28,SMB,Partner,APAC,381,806,133,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|Mid-Market|Organic|North America,2026-04-28,Mid-Market,Organic,North America,809,1815,273,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|Mid-Market|Organic|EMEA,2026-04-28,Mid-Market,Organic,EMEA,550,1228,191,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|Mid-Market|Organic|APAC,2026-04-28,Mid-Market,Organic,APAC,478,1059,162,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|Mid-Market|Paid Search|North America,2026-04-28,Mid-Market,Paid Search,North America,676,1594,242,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|Mid-Market|Paid Search|EMEA,2026-04-28,Mid-Market,Paid Search,EMEA,450,963,162,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|Mid-Market|Paid Search|APAC,2026-04-28,Mid-Market,Paid Search,APAC,399,898,142,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|Mid-Market|Partner|North America,2026-04-28,Mid-Market,Partner,North America,453,1033,157,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|Mid-Market|Partner|EMEA,2026-04-28,Mid-Market,Partner,EMEA,332,709,116,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|Mid-Market|Partner|APAC,2026-04-28,Mid-Market,Partner,APAC,274,635,100,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|Enterprise|Organic|North America,2026-04-28,Enterprise,Organic,North America,415,984,194,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|Enterprise|Organic|EMEA,2026-04-28,Enterprise,Organic,EMEA,302,705,145,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|Enterprise|Organic|APAC,2026-04-28,Enterprise,Organic,APAC,244,566,112,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|Enterprise|Paid Search|North America,2026-04-28,Enterprise,Paid Search,North America,341,773,163,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|Enterprise|Paid Search|EMEA,2026-04-28,Enterprise,Paid Search,EMEA,234,540,109,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|Enterprise|Paid Search|APAC,2026-04-28,Enterprise,Paid Search,APAC,185,428,84,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|Enterprise|Partner|North America,2026-04-28,Enterprise,Partner,North America,219,468,102,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|Enterprise|Partner|EMEA,2026-04-28,Enterprise,Partner,EMEA,157,363,74,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-28|Enterprise|Partner|APAC,2026-04-28,Enterprise,Partner,APAC,125,275,60,2026-04-29 12:00:00,Synthetic product + billing events
2026-04-29|SMB|Organic|North America,2026-04-29,SMB,Organic,North America,1332,2839,484,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|SMB|Organic|EMEA,2026-04-29,SMB,Organic,EMEA,903,2149,310,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|SMB|Organic|APAC,2026-04-29,SMB,Organic,APAC,781,1791,281,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|SMB|Paid Search|North America,2026-04-29,SMB,Paid Search,North America,1098,2531,392,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|SMB|Paid Search|EMEA,2026-04-29,SMB,Paid Search,EMEA,714,1558,242,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|SMB|Paid Search|APAC,2026-04-29,SMB,Paid Search,APAC,570,1250,193,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|SMB|Partner|North America,2026-04-29,SMB,Partner,North America,710,1518,243,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|SMB|Partner|EMEA,2026-04-29,SMB,Partner,EMEA,501,1164,171,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|SMB|Partner|APAC,2026-04-29,SMB,Partner,APAC,432,930,155,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|Mid-Market|Organic|North America,2026-04-29,Mid-Market,Organic,North America,805,1738,272,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|Mid-Market|Organic|EMEA,2026-04-29,Mid-Market,Organic,EMEA,606,1423,204,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|Mid-Market|Organic|APAC,2026-04-29,Mid-Market,Organic,APAC,437,1035,147,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|Mid-Market|Paid Search|North America,2026-04-29,Mid-Market,Paid Search,North America,694,1560,231,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|Mid-Market|Paid Search|EMEA,2026-04-29,Mid-Market,Paid Search,EMEA,476,1121,167,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|Mid-Market|Paid Search|APAC,2026-04-29,Mid-Market,Paid Search,APAC,377,818,129,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|Mid-Market|Partner|North America,2026-04-29,Mid-Market,Partner,North America,419,887,147,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|Mid-Market|Partner|EMEA,2026-04-29,Mid-Market,Partner,EMEA,324,738,116,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|Mid-Market|Partner|APAC,2026-04-29,Mid-Market,Partner,APAC,263,604,90,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|Enterprise|Organic|North America,2026-04-29,Enterprise,Organic,North America,400,880,180,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|Enterprise|Organic|EMEA,2026-04-29,Enterprise,Organic,EMEA,298,702,143,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|Enterprise|Organic|APAC,2026-04-29,Enterprise,Organic,APAC,224,506,101,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|Enterprise|Paid Search|North America,2026-04-29,Enterprise,Paid Search,North America,320,696,146,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|Enterprise|Paid Search|EMEA,2026-04-29,Enterprise,Paid Search,EMEA,229,484,111,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|Enterprise|Paid Search|APAC,2026-04-29,Enterprise,Paid Search,APAC,195,461,86,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|Enterprise|Partner|North America,2026-04-29,Enterprise,Partner,North America,212,469,95,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|Enterprise|Partner|EMEA,2026-04-29,Enterprise,Partner,EMEA,153,354,73,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-29|Enterprise|Partner|APAC,2026-04-29,Enterprise,Partner,APAC,130,286,60,2026-04-30 12:00:00,Synthetic product + billing events
2026-04-30|SMB|Organic|North America,2026-04-30,SMB,Organic,North America,1231,2906,444,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|SMB|Organic|EMEA,2026-04-30,SMB,Organic,EMEA,908,2072,325,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|SMB|Organic|APAC,2026-04-30,SMB,Organic,APAC,726,1695,257,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|SMB|Paid Search|North America,2026-04-30,SMB,Paid Search,North America,1024,2186,359,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|SMB|Paid Search|EMEA,2026-04-30,SMB,Paid Search,EMEA,710,1672,248,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|SMB|Paid Search|APAC,2026-04-30,SMB,Paid Search,APAC,639,1502,224,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|SMB|Partner|North America,2026-04-30,SMB,Partner,North America,670,1554,244,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|SMB|Partner|EMEA,2026-04-30,SMB,Partner,EMEA,505,1154,182,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|SMB|Partner|APAC,2026-04-30,SMB,Partner,APAC,385,912,131,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|Mid-Market|Organic|North America,2026-04-30,Mid-Market,Organic,North America,811,1933,274,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|Mid-Market|Organic|EMEA,2026-04-30,Mid-Market,Organic,EMEA,563,1276,199,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|Mid-Market|Organic|APAC,2026-04-30,Mid-Market,Organic,APAC,468,1069,172,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|Mid-Market|Paid Search|North America,2026-04-30,Mid-Market,Paid Search,North America,635,1415,229,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|Mid-Market|Paid Search|EMEA,2026-04-30,Mid-Market,Paid Search,EMEA,446,1017,156,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|Mid-Market|Paid Search|APAC,2026-04-30,Mid-Market,Paid Search,APAC,372,818,130,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|Mid-Market|Partner|North America,2026-04-30,Mid-Market,Partner,North America,443,1052,156,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|Mid-Market|Partner|EMEA,2026-04-30,Mid-Market,Partner,EMEA,325,759,110,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|Mid-Market|Partner|APAC,2026-04-30,Mid-Market,Partner,APAC,276,604,92,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|Enterprise|Organic|North America,2026-04-30,Enterprise,Organic,North America,425,1007,196,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|Enterprise|Organic|EMEA,2026-04-30,Enterprise,Organic,EMEA,291,680,140,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|Enterprise|Organic|APAC,2026-04-30,Enterprise,Organic,APAC,234,514,113,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|Enterprise|Paid Search|North America,2026-04-30,Enterprise,Paid Search,North America,332,706,158,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|Enterprise|Paid Search|EMEA,2026-04-30,Enterprise,Paid Search,EMEA,254,562,114,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|Enterprise|Paid Search|APAC,2026-04-30,Enterprise,Paid Search,APAC,187,402,84,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|Enterprise|Partner|North America,2026-04-30,Enterprise,Partner,North America,237,555,110,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|Enterprise|Partner|EMEA,2026-04-30,Enterprise,Partner,EMEA,170,402,76,2026-05-01 12:00:00,Synthetic product + billing events
2026-04-30|Enterprise|Partner|APAC,2026-04-30,Enterprise,Partner,APAC,124,290,59,2026-05-01 12:00:00,Synthetic product + billing events
2026-05-01|SMB|Organic|North America,2026-05-01,SMB,Organic,North America,1355,3011,475,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|SMB|Organic|EMEA,2026-05-01,SMB,Organic,EMEA,939,2086,343,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|SMB|Organic|APAC,2026-05-01,SMB,Organic,APAC,703,1501,243,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|SMB|Paid Search|North America,2026-05-01,SMB,Paid Search,North America,1107,2511,368,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|SMB|Paid Search|EMEA,2026-05-01,SMB,Paid Search,EMEA,807,1857,289,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|SMB|Paid Search|APAC,2026-05-01,SMB,Paid Search,APAC,608,1331,214,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|SMB|Partner|North America,2026-05-01,SMB,Partner,North America,671,1445,237,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|SMB|Partner|EMEA,2026-05-01,SMB,Partner,EMEA,538,1188,184,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|SMB|Partner|APAC,2026-05-01,SMB,Partner,APAC,399,922,142,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|Mid-Market|Organic|North America,2026-05-01,Mid-Market,Organic,North America,830,1873,284,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|Mid-Market|Organic|EMEA,2026-05-01,Mid-Market,Organic,EMEA,618,1433,217,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|Mid-Market|Organic|APAC,2026-05-01,Mid-Market,Organic,APAC,442,1018,147,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|Mid-Market|Paid Search|North America,2026-05-01,Mid-Market,Paid Search,North America,638,1462,228,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|Mid-Market|Paid Search|EMEA,2026-05-01,Mid-Market,Paid Search,EMEA,461,1006,157,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|Mid-Market|Paid Search|APAC,2026-05-01,Mid-Market,Paid Search,APAC,376,821,130,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|Mid-Market|Partner|North America,2026-05-01,Mid-Market,Partner,North America,434,1001,158,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|Mid-Market|Partner|EMEA,2026-05-01,Mid-Market,Partner,EMEA,331,701,111,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|Mid-Market|Partner|APAC,2026-05-01,Mid-Market,Partner,APAC,253,596,87,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|Enterprise|Organic|North America,2026-05-01,Enterprise,Organic,North America,410,870,182,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|Enterprise|Organic|EMEA,2026-05-01,Enterprise,Organic,EMEA,306,650,145,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|Enterprise|Organic|APAC,2026-05-01,Enterprise,Organic,APAC,223,485,104,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|Enterprise|Paid Search|North America,2026-05-01,Enterprise,Paid Search,North America,347,799,157,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|Enterprise|Paid Search|EMEA,2026-05-01,Enterprise,Paid Search,EMEA,228,501,107,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|Enterprise|Paid Search|APAC,2026-05-01,Enterprise,Paid Search,APAC,189,406,88,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|Enterprise|Partner|North America,2026-05-01,Enterprise,Partner,North America,208,462,99,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|Enterprise|Partner|EMEA,2026-05-01,Enterprise,Partner,EMEA,168,390,79,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-01|Enterprise|Partner|APAC,2026-05-01,Enterprise,Partner,APAC,126,292,59,2026-05-02 12:00:00,Synthetic product + billing events
2026-05-02|SMB|Organic|North America,2026-05-02,SMB,Organic,North America,1026,2290,370,2026-05-03 12:00:00,Synthetic product + billing events
2026-05-02|SMB|Organic|EMEA,2026-05-02,SMB,Organic,EMEA,687,1528,237,2026-05-03 12:00:00,Synthetic product + billing events
2026-05-02|SMB|Organic|APAC,2026-05-02,SMB,Organic,APAC,580,1258,195,2026-05-03 12:00:00,Synthetic product + billing events
2026-05-02|SMB|Paid Search|North America,2026-05-02,SMB,Paid Search,North America,765,1694,256,2026-05-03 12:00:00,Synthetic product + billing events
2026-05-02|SMB|Paid Search|EMEA,2026-05-02,SMB,Paid Search,EMEA,581,1336,196,2026-05-03 12:00:00,Synthetic product + billing events
2026-05-02|SMB|Paid Search|APAC,2026-05-02,SMB,Paid Search,APAC,478,1098,173,2026-05-03 12:00:00,Synthetic product + billing events
2026-05-02|SMB|Partner|North America,2026-05-02,SMB,Partner,North America,510,1101,171,2026-05-03 12:00:00,Synthetic product + billing events
2026-05-02|SMB|Partner|EMEA,2026-05-02,SMB,Partner,EMEA,398,851,136,2026-05-03 12:00:00,Synthetic product + billing events
2026-05-02|SMB|Partner|APAC,2026-05-02,SMB,Partner,APAC,331,783,112,2026-05-03 12:00:00,Synthetic product + billing events
2026-05-02|Mid-Market|Organic|North America,2026-05-02,Mid-Market,Organic,North America,621,1325,219,2026-05-03 12:00:00,Synthetic product + billing events
2026-05-02|Mid-Market|Organic|EMEA,2026-05-02,Mid-Market,Organic,EMEA,473,1051,159,2026-05-03 12:00:00,Synthetic product + billing events
2026-05-02|Mid-Market|Organic|APAC,2026-05-02,Mid-Market,Organic,APAC,378,879,127,2026-05-03 12:00:00,Synthetic product + billing events
